,0,1,2,3,4,5
376,1116.84,1065.86,1068.4,210.94,0,
377,1116.85,1065.87,1068.41,210.55,0,
378,1116.81,1065.84,1068.43,210.16,0,
379,1116.85,1065.8,1068.42,211.72,0,
380,1116.81,1065.87,1068.42,210.94,0,
381,1116.82,1065.86,1068.43,211.33,0,
382,1116.88,1065.88,1068.45,210.94,0,
383,1116.82,1065.89,1068.42,211.33,0,
384,1116.79,1065.83,1068.43,211.33,0,
385,1116.81,1065.86,1068.43,212.5,0,
386,1116.83,1065.85,1068.4,212.11,0,
387,1116.82,1065.85,1068.42,210.94,0,
388,1116.87,1065.86,1068.42,213.28,0,
389,1116.83,1065.87,1068.43,212.5,0,
390,1116.86,1065.82,1068.41,211.72,0,
391,1116.84,1065.84,1068.43,210.55,0,
392,1116.79,1065.83,1068.44,211.72,0,
393,1116.88,1065.84,1068.44,213.67,4,
394,1116.82,1065.88,1068.43,208.59,4,
395,1116.88,1065.87,1068.4,213.67,4,
396,1116.8,1065.83,1068.43,210.55,4,
397,1116.89,1065.84,1068.4,214.06,4,
398,1116.79,1065.84,1068.39,211.33,4,
399,1116.84,1065.88,1068.46,210.94,4,
400,1116.78,1065.84,1068.43,212.5,4,
401,1116.83,1065.82,1068.34,214.06,4,
402,1116.96,1065.83,1068.33,211.72,4,
403,1116.94,1065.88,1068.4,211.72,4,
404,1116.93,1065.79,1068.38,212.11,4,
405,1116.75,1065.72,1068.35,211.72,4,
406,1116.66,1065.77,1068.44,211.33,4,
407,1116.77,1065.85,1068.39,211.72,4,
408,1116.89,1065.89,1068.49,210.94,4,
409,1116.9,1065.94,1068.51,212.5,4,
410,1117,1065.88,1068.34,213.28,4,
411,1116.77,1065.78,1068.33,212.89,4,
412,1116.85,1065.77,1068.25,213.28,4,
413,1116.89,1065.74,1068.32,211.33,4,
414,1116.92,1065.82,1068.39,210.94,4,
415,1116.81,1065.87,1068.5,212.89,4,
416,1116.87,1065.84,1068.4,212.89,4,
417,1116.76,1065.73,1068.32,212.11,4,
418,1116.72,1065.77,1068.37,212.89,4,
419,1116.76,1065.73,1068.37,210.94,4,
420,1116.82,1065.89,1068.41,211.72,4,
421,1116.92,1065.86,1068.37,212.11,4,
422,1116.96,1065.91,1068.38,212.5,4,
423,1116.9,1065.83,1068.34,210.94,4,
424,1116.74,1065.77,1068.39,210.94,4,
425,1116.77,1065.79,1068.41,212.5,4,
426,1116.78,1065.79,1068.38,212.89,4,
427,1116.86,1065.87,1068.41,214.06,4,
428,1116.87,1065.82,1068.37,211.33,4,
429,1116.83,1065.84,1068.43,210.94,4,
430,1116.77,1065.73,1068.28,213.67,4,
431,1116.7,1065.77,1068.33,212.5,4,
432,1116.74,1065.73,1068.3,212.11,4,
433,1116.89,1065.86,1068.45,213.67,4,
434,1116.9,1065.89,1068.5,210.94,4,
435,1116.8,1065.86,1068.49,212.11,4,
436,1116.66,1065.81,1068.36,211.72,4,
437,1116.73,1065.68,1068.32,210.94,4,
438,1116.79,1065.77,1068.37,213.67,4,
439,1116.9,1065.8,1068.4,210.94,4,
440,1116.9,1065.8,1068.41,214.06,4,
441,1116.95,1065.81,1068.36,211.72,4,
442,1116.83,1065.69,1068.3,211.33,4,
443,1116.69,1065.7,1068.41,212.89,4,
444,1116.69,1065.73,1068.43,212.11,4,
445,1116.71,1065.79,1068.41,212.89,4,
446,1116.85,1065.87,1068.41,211.33,4,
447,1116.97,1065.84,1068.35,211.33,4,
448,1116.83,1065.76,1068.34,213.28,4,
449,1116.68,1065.7,1068.35,212.5,4,
450,1116.74,1065.7,1068.41,212.5,4,
451,1116.79,1065.69,1068.37,211.33,4,
452,1116.89,1065.82,1068.46,212.89,4,
453,1116.9,1065.76,1068.45,212.11,4,
454,1116.76,1065.7,1068.4,211.72,4,
455,1116.69,1065.66,1068.3,211.33,4,
456,1116.72,1065.69,1068.25,210.55,4,
457,1116.89,1065.72,1068.25,211.72,4,
458,1116.96,1065.83,1068.43,212.5,4,
459,1116.82,1065.85,1068.56,211.72,4,
460,1116.68,1065.83,1068.5,210.55,4,
461,1116.59,1065.68,1068.39,210.94,4,
462,1116.7,1065.71,1068.33,213.67,4,
463,1116.8,1065.67,1068.26,212.11,4,
464,1116.94,1065.79,1068.35,211.33,4,
465,1116.96,1065.74,1068.31,212.89,4,
466,1117.04,1065.79,1068.33,212.5,4,
467,1116.81,1065.69,1068.36,211.72,4,
468,1116.66,1065.65,1068.37,212.89,4,
469,1116.67,1065.72,1068.42,211.72,4,
470,1116.68,1065.71,1068.41,210.94,4,
471,1116.95,1065.84,1068.4,211.72,4,
472,1116.94,1065.8,1068.33,212.5,4,
473,1116.84,1065.76,1068.38,212.89,4,
474,1116.6,1065.65,1068.38,213.67,4,
475,1116.76,1065.78,1068.4,213.28,4,
476,1116.76,1065.68,1068.33,213.28,4,
477,1116.9,1065.83,1068.46,211.33,4,
478,1116.83,1065.73,1068.36,212.5,4,
479,1116.87,1065.78,1068.4,212.89,4,
480,1116.68,1065.56,1068.28,213.28,4,
481,1116.77,1065.7,1068.31,212.89,4,
482,1116.82,1065.67,1068.28,214.06,4,
483,1116.9,1065.79,1068.46,212.5,4,
484,1116.89,1065.82,1068.52,212.89,4,
485,1116.8,1065.8,1068.47,210.94,4,
486,1116.64,1065.69,1068.39,213.28,4,
487,1116.72,1065.67,1068.27,212.89,4,
488,1116.79,1065.73,1068.31,211.72,4,
489,1116.87,1065.74,1068.34,211.72,4,
490,1116.95,1065.78,1068.37,213.67,4,
491,1116.94,1065.79,1068.37,211.72,4,
492,1116.8,1065.63,1068.29,210.94,4,
493,1116.69,1065.68,1068.38,212.89,4,
494,1116.67,1065.69,1068.38,212.89,4,
495,1116.73,1065.76,1068.4,213.67,4,
496,1116.9,1065.8,1068.38,212.11,4,
497,1116.93,1065.78,1068.38,212.11,4,
498,1116.8,1065.75,1068.34,213.67,4,
499,1116.72,1065.62,1068.37,213.28,4,
500,1116.76,1065.68,1068.34,211.72,4,
501,1116.82,1065.7,1068.33,212.89,4,
502,1116.95,1065.8,1068.43,213.28,4,
503,1116.85,1065.75,1068.38,210.94,4,
504,1116.84,1065.74,1068.31,210.94,4,
505,1116.64,1065.58,1068.23,211.33,4,
506,1116.74,1065.68,1068.38,212.11,4,
507,1116.71,1065.65,1068.31,212.89,4,
508,1116.82,1065.82,1068.49,212.5,4,
509,1116.78,1065.76,1068.48,212.5,4,
510,1116.77,1065.8,1068.47,212.5,4,
511,1116.63,1065.66,1068.28,211.72,4,
512,1116.78,1065.66,1068.32,212.11,4,
513,1116.8,1065.63,1068.37,211.33,4,
514,1116.79,1065.7,1068.41,211.72,4,
515,1116.88,1065.77,1068.4,211.72,4,
516,1116.84,1065.73,1068.39,212.5,4,
517,1116.78,1065.64,1068.32,213.67,4,
518,1116.76,1065.63,1068.29,213.28,4,
519,1116.78,1065.7,1068.29,212.89,4,
520,1116.84,1065.7,1068.34,212.5,4,
521,1116.86,1065.78,1068.4,212.5,4,
522,1116.87,1065.82,1068.48,212.11,4,
523,1116.71,1065.7,1068.41,213.28,4,
524,1116.71,1065.66,1068.37,211.72,4,
525,1116.7,1065.68,1068.35,212.5,4,
526,1116.81,1065.69,1068.33,213.67,4,
527,1116.87,1065.77,1068.37,212.89,4,
528,1117,1065.74,1068.32,211.72,4,
529,1116.9,1065.67,1068.31,210.94,4,
530,1116.68,1065.6,1068.3,212.11,4,
531,1116.59,1065.69,1068.4,212.89,4,
532,1116.65,1065.66,1068.38,212.11,4,
533,1116.84,1065.77,1068.46,211.72,4,
534,1116.84,1065.76,1068.4,213.67,4,
535,1116.83,1065.74,1068.38,213.67,4,
536,1116.63,1065.61,1068.28,210.94,4,
537,1116.7,1065.61,1068.35,212.89,4,
538,1116.68,1065.7,1068.41,210.94,4,
539,1116.75,1065.71,1068.41,210.94,4,
540,1116.83,1065.75,1068.37,211.33,4,
541,1116.85,1065.67,1068.38,211.33,4,
542,1116.79,1065.65,1068.29,213.67,4,
543,1116.76,1065.63,1068.25,212.5,4,
544,1116.73,1065.68,1068.3,211.33,4,
545,1116.85,1065.74,1068.37,213.28,4,
546,1116.85,1065.76,1068.37,212.89,4,
547,1117.04,1065.81,1068.43,213.67,4,
548,1116.76,1065.7,1068.4,211.33,4,
549,1116.56,1065.63,1068.41,212.89,4,
550,1116.63,1065.67,1068.37,212.5,4,
551,1116.77,1065.67,1068.31,212.89,4,
552,1116.76,1065.66,1068.36,212.89,4,
553,1116.81,1065.69,1068.35,211.33,4,
554,1116.81,1065.72,1068.38,214.06,4,
555,1116.72,1065.64,1068.32,210.94,4,
556,1116.75,1065.67,1068.35,213.28,4,
557,1116.78,1065.62,1068.31,211.72,4,
558,1116.82,1065.75,1068.41,212.11,4,
559,1116.87,1065.76,1068.44,212.11,4,
560,1116.79,1065.74,1068.44,213.28,4,
561,1116.63,1065.59,1068.35,211.72,4,
562,1116.7,1065.64,1068.3,213.28,4,
563,1116.71,1065.66,1068.33,211.33,4,
564,1116.79,1065.67,1068.35,212.11,4,
565,1116.79,1065.7,1068.38,213.28,4,
566,1116.74,1065.59,1068.35,210.16,4,
567,1116.71,1065.64,1068.34,212.11,4,
568,1116.59,1065.55,1068.25,210.94,4,
569,1116.76,1065.74,1068.31,212.5,4,
570,1116.79,1065.7,1068.31,211.33,4,
571,1116.87,1065.72,1068.35,211.33,4,
572,1116.95,1065.85,1068.47,211.72,4,
573,1116.62,1065.67,1068.42,212.89,4,
574,1116.63,1065.67,1068.4,212.11,4,
575,1116.6,1065.66,1068.36,212.11,4,
576,1116.67,1065.64,1068.31,213.28,4,
577,1116.74,1065.7,1068.41,210.94,4,
578,1116.89,1065.72,1068.33,210.94,4,
579,1116.83,1065.65,1068.27,211.72,4,
580,1116.63,1065.58,1068.31,212.89,4,
581,1116.6,1065.62,1068.35,210.94,4,
582,1116.58,1065.65,1068.44,211.33,4,
583,1116.76,1065.75,1068.48,211.72,4,
584,1116.81,1065.74,1068.46,212.89,4,
585,1116.76,1065.73,1068.35,213.67,4,
586,1116.63,1065.58,1068.29,211.33,4,
587,1116.75,1065.61,1068.38,211.33,4,
