,0,1,2,3,4
0,1121.29,1070.44,1072.76,213.28,0
1,1121.28,1070.5,1072.84,211.72,0
2,1121.26,1070.5,1072.82,213.28,0
3,1121.29,1070.48,1072.79,210.94,0
4,1121.29,1070.47,1072.79,213.67,0
5,1121.28,1070.51,1072.81,210.55,0
6,1121.27,1070.49,1072.81,211.72,0
7,1121.27,1070.53,1072.81,212.5,0
8,1121.28,1070.5,1072.78,212.5,0
9,1121.34,1070.49,1072.84,211.72,0
10,1121.26,1070.5,1072.79,211.72,0
11,1121.24,1070.5,1072.82,213.28,0
12,1121.31,1070.49,1072.8,212.89,0
13,1121.29,1070.5,1072.81,212.11,0
14,1121.24,1070.49,1072.79,210.94,0
15,1121.34,1070.49,1072.78,211.72,0
16,1121.29,1070.48,1072.77,212.11,0
17,1121.33,1070.51,1072.8,210.16,0
18,1121.32,1070.52,1072.82,213.28,0
19,1121.3,1070.51,1072.8,211.72,0
20,1121.32,1070.46,1072.78,211.72,0
21,1121.32,1070.54,1072.84,210.55,0
22,1121.25,1070.51,1072.83,211.72,0
23,1121.31,1070.49,1072.83,212.89,0
24,1121.32,1070.5,1072.78,213.28,0
25,1121.29,1070.54,1072.83,211.33,0
26,1121.38,1070.54,1072.79,212.5,0
27,1121.24,1070.5,1072.82,212.11,0
28,1121.36,1070.49,1072.79,210.55,0
29,1121.34,1070.49,1072.84,211.72,0
30,1121.29,1070.51,1072.74,211.33,0
31,1121.33,1070.54,1072.83,212.11,0
32,1121.32,1070.49,1072.8,211.33,0
33,1121.3,1070.5,1072.82,210.94,0
34,1121.34,1070.49,1072.84,211.33,0
35,1121.31,1070.5,1072.82,212.89,0
36,1121.41,1070.49,1072.77,211.72,0
37,1121.34,1070.52,1072.83,211.33,0
38,1121.27,1070.47,1072.79,211.72,0
39,1121.33,1070.5,1072.81,212.11,0
40,1121.27,1070.49,1072.78,212.5,0
41,1121.3,1070.54,1072.77,210.94,0
42,1121.31,1070.5,1072.8,210.94,0
43,1121.33,1070.56,1072.84,213.67,0
44,1121.37,1070.49,1072.8,212.5,0
45,1121.35,1070.49,1072.82,211.72,0
46,1121.33,1070.5,1072.79,211.33,0
47,1121.36,1070.55,1072.81,210.94,0
48,1121.36,1070.51,1072.8,212.89,0
49,1121.31,1070.54,1072.82,213.67,0
50,1121.29,1070.49,1072.79,211.33,0
51,1121.32,1070.52,1072.8,211.33,0
52,1121.3,1070.52,1072.79,212.5,0
53,1121.34,1070.52,1072.79,211.33,0
54,1121.34,1070.53,1072.8,213.28,0
55,1121.29,1070.5,1072.8,210.55,0
56,1121.28,1070.49,1072.77,211.72,0
57,1121.29,1070.51,1072.77,213.28,0
58,1121.32,1070.5,1072.79,211.33,0
59,1121.35,1070.53,1072.82,212.89,0
60,1121.38,1070.49,1072.78,213.28,0
61,1121.35,1070.57,1072.84,211.33,0
62,1121.29,1070.53,1072.8,213.28,0
63,1121.32,1070.53,1072.82,211.72,0
64,1121.3,1070.54,1072.81,212.89,0
65,1121.36,1070.53,1072.78,212.11,0
66,1121.32,1070.53,1072.8,211.33,0
67,1121.35,1070.56,1072.84,212.5,0
68,1121.39,1070.55,1072.79,212.11,0
69,1121.35,1070.54,1072.79,213.28,0
70,1121.31,1070.53,1072.81,212.5,0
71,1121.29,1070.54,1072.8,210.55,0
72,1121.38,1070.47,1072.79,213.28,0
73,1121.35,1070.54,1072.82,212.11,0
74,1121.38,1070.51,1072.78,211.33,0
75,1121.43,1070.52,1072.8,213.28,0
76,1121.37,1070.5,1072.78,211.33,0
77,1121.35,1070.57,1072.81,213.28,0
78,1121.34,1070.52,1072.77,210.94,0
79,1121.34,1070.55,1072.84,211.33,0
80,1121.31,1070.54,1072.8,213.28,0
81,1121.35,1070.56,1072.8,210.94,0
82,1121.36,1070.49,1072.81,210.94,0
83,1121.29,1070.58,1072.8,212.5,0
84,1121.3,1070.52,1072.76,212.11,0
85,1121.33,1070.52,1072.81,213.28,0
86,1121.37,1070.54,1072.77,212.89,0
87,1121.36,1070.55,1072.79,211.72,0
88,1121.34,1070.51,1072.81,213.28,0
89,1121.35,1070.56,1072.81,213.67,0
90,1121.4,1070.53,1072.76,213.67,0
91,1121.33,1070.55,1072.81,211.33,0
92,1121.32,1070.5,1072.76,213.28,0
93,1121.31,1070.52,1072.82,211.72,0
94,1121.32,1070.54,1072.78,211.33,0
95,1121.28,1070.54,1072.8,211.72,0
96,1121.3,1070.54,1072.79,212.5,0
97,1121.38,1070.57,1072.82,210.55,0
98,1121.33,1070.52,1072.78,213.28,0
99,1121.33,1070.56,1072.81,212.89,0
100,1121.32,1070.5,1072.8,212.11,0
101,1121.33,1070.51,1072.83,214.06,0
102,1121.37,1070.55,1072.78,213.67,0
103,1121.41,1070.56,1072.83,212.11,0
104,1121.41,1070.52,1072.76,212.89,0
105,1121.38,1070.54,1072.83,213.28,0
106,1121.32,1070.51,1072.77,212.5,0
107,1121.36,1070.52,1072.85,212.5,0
108,1121.36,1070.52,1072.77,212.11,0
109,1121.34,1070.53,1072.82,211.72,0
110,1121.36,1070.54,1072.81,212.5,0
111,1121.35,1070.54,1072.79,212.11,0
112,1121.36,1070.53,1072.8,213.67,0
113,1121.36,1070.55,1072.83,213.28,0
114,1121.36,1070.53,1072.82,212.89,0
115,1121.34,1070.56,1072.81,212.89,0
116,1121.31,1070.5,1072.79,212.89,0
117,1121.35,1070.53,1072.85,211.72,0
118,1121.37,1070.47,1072.83,212.5,0
120,1121.21,1070.43,1072.79,212.11,0
121,1121.29,1070.44,1072.82,212.11,0
122,1121.23,1070.44,1072.81,212.11,0
123,1121.3,1070.42,1072.78,212.89,0
124,1121.23,1070.37,1072.77,213.67,0
125,1121.3,1070.44,1072.84,212.11,0
126,1121.21,1070.46,1072.8,213.67,0
127,1121.26,1070.45,1072.8,214.06,0
128,1121.24,1070.41,1072.8,212.5,0
129,1121.23,1070.43,1072.82,213.67,0
130,1121.28,1070.43,1072.77,213.28,0
131,1121.25,1070.45,1072.78,212.11,0
132,1121.26,1070.42,1072.79,214.06,0
133,1121.23,1070.45,1072.81,211.72,0
134,1121.29,1070.44,1072.8,211.33,0
135,1121.23,1070.47,1072.81,212.5,0
136,1121.24,1070.44,1072.82,212.5,0
137,1121.23,1070.46,1072.81,213.67,0
138,1121.22,1070.44,1072.81,210.94,0
139,1121.3,1070.46,1072.79,211.33,0
140,1121.26,1070.41,1072.76,211.33,0
141,1121.27,1070.48,1072.8,212.11,0
142,1121.3,1070.45,1072.81,211.72,0
143,1121.33,1070.48,1072.82,212.5,0
144,1121.2,1070.42,1072.78,214.06,0
145,1121.29,1070.47,1072.78,214.06,0
146,1121.27,1070.45,1072.8,212.89,0
147,1121.27,1070.47,1072.81,213.67,0
148,1121.27,1070.46,1072.76,211.72,0
149,1121.29,1070.47,1072.83,212.89,0
150,1121.26,1070.47,1072.77,211.33,0
151,1121.3,1070.44,1072.78,211.33,0
152,1121.27,1070.46,1072.78,212.89,0
153,1121.28,1070.46,1072.83,211.33,0
154,1121.29,1070.46,1072.8,214.06,0
155,1121.25,1070.48,1072.82,211.72,0
156,1121.32,1070.44,1072.8,212.89,0
157,1121.32,1070.49,1072.82,210.94,0
158,1121.3,1070.51,1072.79,211.33,0
159,1121.34,1070.51,1072.77,213.28,0
160,1121.28,1070.49,1072.79,212.89,0
161,1121.28,1070.49,1072.77,211.72,0
162,1121.28,1070.47,1072.79,211.33,0
163,1121.3,1070.51,1072.79,211.33,0
164,1121.35,1070.48,1072.76,213.67,0
165,1121.28,1070.5,1072.79,212.11,0
166,1121.27,1070.45,1072.79,213.67,0
167,1121.31,1070.51,1072.82,213.67,0
168,1121.35,1070.51,1072.78,214.45,0
169,1121.36,1070.51,1072.82,214.06,0
170,1121.35,1070.43,1072.79,212.11,0
171,1121.32,1070.5,1072.8,213.67,0
172,1121.3,1070.48,1072.77,214.06,0
173,1121.35,1070.54,1072.82,212.11,0
174,1121.32,1070.52,1072.82,211.33,0
175,1121.32,1070.54,1072.79,211.72,0
176,1121.29,1070.51,1072.76,211.72,0
177,1121.35,1070.51,1072.79,213.28,0
178,1121.27,1070.5,1072.81,212.5,0
179,1121.31,1070.51,1072.8,213.28,0
180,1121.36,1070.5,1072.8,213.67,0
181,1121.34,1070.48,1072.78,212.11,0
182,1121.3,1070.53,1072.8,214.06,0
183,1121.34,1070.52,1072.82,211.72,0
184,1121.38,1070.51,1072.75,212.89,0
185,1121.3,1070.5,1072.78,211.72,0
186,1121.3,1070.52,1072.76,212.11,0
187,1121.37,1070.51,1072.8,213.67,0
188,1121.29,1070.49,1072.8,210.55,0
189,1121.41,1070.53,1072.77,214.45,0
190,1121.36,1070.53,1072.8,213.67,0
191,1121.39,1070.52,1072.82,214.06,0
192,1121.32,1070.52,1072.8,210.94,0
193,1121.33,1070.53,1072.81,214.45,0
194,1121.31,1070.51,1072.81,212.5,0
195,1121.28,1070.51,1072.79,211.33,0
196,1121.28,1070.53,1072.79,212.89,0
197,1121.32,1070.53,1072.81,211.33,0
198,1121.32,1070.5,1072.78,213.67,0
199,1121.27,1070.54,1072.79,211.72,0
200,1121.32,1070.53,1072.82,212.11,0
201,1121.31,1070.49,1072.78,213.28,0
202,1121.36,1070.5,1072.78,212.5,0
203,1121.31,1070.52,1072.83,213.28,0
204,1121.35,1070.49,1072.8,212.11,0
205,1121.38,1070.53,1072.81,214.06,0
206,1121.33,1070.53,1072.79,212.5,0
207,1121.35,1070.53,1072.83,214.45,0
208,1121.31,1070.52,1072.81,212.5,0
