,0,1,2,3,4,5,6
161,1058.22,1058.24,1057.5,219.92,0,,
162,1058.14,1058.22,1057.48,219.53,0,,
163,1058.19,1058.27,1057.51,219.14,0,,
164,1058.18,1058.2,1057.47,221.09,0,,
165,1058.2,1058.22,1057.45,219.53,0,,
166,1058.2,1058.21,1057.43,221.48,0,,
167,1058.23,1058.2,1057.46,219.92,0,,
168,1058.2,1058.2,1057.46,221.09,0,,
169,1058.16,1058.22,1057.47,219.92,0,,
170,1058.17,1058.23,1057.52,220.7,0,,
171,1058.15,1058.25,1057.49,219.92,0,,
172,1058.19,1058.21,1057.47,221.09,0,,
173,1058.22,1058.2,1057.45,219.92,0,,
174,1058.19,1058.19,1057.41,221.09,0,,
175,1058.15,1058.18,1057.43,220.31,0,,
176,1058.18,1058.24,1057.45,221.09,0,,
177,1058.19,1058.23,1057.49,219.53,0,,
178,1058.17,1058.23,1057.52,219.92,0,,
179,1058.19,1058.25,1057.48,219.53,0,,
180,1058.21,1058.23,1057.49,219.53,0,,
181,1058.21,1058.19,1057.43,219.14,0,,
182,1058.21,1058.16,1057.42,219.53,0,,
183,1058.18,1058.16,1057.42,219.53,0,,
184,1058.17,1058.19,1057.44,220.7,0,,
185,1058.22,1058.21,1057.47,219.53,0,,
186,1058.15,1058.28,1057.53,219.53,0,,
187,1058.19,1058.24,1057.48,221.09,0,,
188,1058.2,1058.24,1057.51,220.31,0,,
189,1058.16,1058.21,1057.46,220.7,0,,
190,1058.18,1058.2,1057.44,220.31,0,,
191,1058.15,1058.13,1057.4,219.92,0,,
192,1058.18,1058.21,1057.47,219.14,0,,
193,1058.17,1058.23,1057.47,219.92,0,,
194,1058.16,1058.24,1057.47,221.09,0,,
195,1058.2,1058.25,1057.52,219.92,0,,
196,1058.15,1058.21,1057.49,221.48,0,,
197,1058.16,1058.2,1057.46,221.09,0,,
198,1058.2,1058.2,1057.41,220.7,0,,
199,1058.23,1058.19,1057.42,221.48,0,,
200,1058.18,1058.18,1057.42,220.7,0,,
201,1058.16,1058.21,1057.5,222.27,0,,
202,1058.16,1058.24,1057.49,221.88,0,,
203,1058.19,1058.23,1057.53,219.53,0,,
204,1058.21,1058.24,1057.53,219.53,0,,
205,1058.19,1058.2,1057.5,221.09,0,,
206,1058.18,1058.18,1057.46,221.48,0,,
207,1058.17,1058.18,1057.39,222.27,0,,
208,1058.22,1058.21,1057.43,222.27,0,,
209,1058.19,1058.23,1057.43,220.7,0,,
210,1058.16,1058.26,1057.47,219.53,0,,
211,1058.14,1058.28,1057.52,219.14,0,,
212,1058.17,1058.25,1057.51,219.53,0,,
213,1058.19,1058.21,1057.48,219.14,0,,
214,1058.21,1058.18,1057.44,221.48,0,,
215,1058.21,1058.16,1057.42,220.7,0,,
216,1058.18,1058.2,1057.4,219.14,0,,
217,1058.21,1058.19,1057.43,219.92,0,,
218,1058.18,1058.22,1057.46,220.31,0,,
219,1058.14,1058.24,1057.48,220.7,0,,
220,1058.15,1058.23,1057.51,221.09,0,,
221,1058.17,1058.24,1057.51,221.48,0,,
222,1058.18,1058.19,1057.46,221.48,0,,
223,1058.16,1058.18,1057.45,219.53,0,,
224,1058.19,1058.22,1057.42,219.53,0,,
225,1058.18,1058.2,1057.44,219.53,0,,
226,1058.16,1058.23,1057.48,219.53,0,,
227,1058.19,1058.25,1057.53,219.92,0,,
228,1058.17,1058.21,1057.46,222.66,0,,
229,1058.23,1058.2,1057.49,219.14,0,,
230,1058.19,1058.2,1057.44,219.53,0,,
231,1058.18,1058.15,1057.44,219.53,0,,
232,1058.2,1058.19,1057.43,219.92,0,,
233,1058.16,1058.21,1057.44,221.09,0,,
234,1058.18,1058.22,1057.5,219.53,0,,
235,1058.11,1058.21,1057.51,219.92,0,,
236,1058.18,1058.25,1057.55,221.09,0,,
237,1058.18,1058.22,1057.51,219.92,0,,
238,1058.22,1058.2,1057.45,219.92,0,,
239,1058.18,1058.21,1057.41,219.53,0,,
240,1058.22,1058.22,1057.4,220.7,0,,
241,1058.22,1058.19,1057.43,219.14,0,,
242,1058.21,1058.24,1057.46,219.53,0,,
243,1058.14,1058.27,1057.5,220.7,0,,
244,1058.17,1058.29,1057.51,219.53,0,,
245,1058.21,1058.23,1057.54,220.31,0,,
246,1058.16,1058.23,1057.48,219.92,0,,
247,1058.2,1058.19,1057.43,219.53,0,,
248,1058.23,1058.21,1057.41,219.53,0,,
249,1058.19,1058.18,1057.43,220.31,0,,
250,1058.18,1058.22,1057.46,221.09,0,,
251,1058.11,1058.23,1057.47,219.53,0,,
252,1058.17,1058.26,1057.51,219.92,0,,
253,1058.18,1058.23,1057.55,219.92,0,,
254,1058.2,1058.21,1057.5,219.14,0,,
255,1058.21,1058.2,1057.46,220.7,0,,
256,1058.2,1058.17,1057.42,221.09,0,,
257,1058.2,1058.18,1057.41,221.48,0,,
258,1058.21,1058.23,1057.44,219.92,0,,
259,1058.19,1058.26,1057.48,219.53,0,,
260,1058.15,1058.23,1057.49,219.92,0,,
261,1058.14,1058.23,1057.5,219.14,0,,
262,1058.18,1058.24,1057.48,220.7,0,,
263,1058.2,1058.21,1057.45,220.7,0,,
264,1058.18,1058.21,1057.45,220.7,0,,
265,1058.18,1058.19,1057.43,219.92,0,,
266,1058.21,1058.22,1057.4,219.53,0,,
267,1058.15,1058.24,1057.45,221.48,0,,
268,1058.18,1058.29,1057.49,220.7,0,,
269,1058.21,1058.23,1057.47,221.09,0,,
270,1058.22,1058.24,1057.49,219.53,0,,
271,1058.18,1058.21,1057.48,219.92,0,,
272,1058.18,1058.17,1057.43,219.92,0,,
273,1058.22,1058.19,1057.38,221.48,0,,
274,1058.17,1058.19,1057.46,220.7,0,,
275,1058.2,1058.22,1057.42,220.7,0,,
276,1058.19,1058.22,1057.51,219.92,0,,
277,1058.2,1058.25,1057.53,221.09,0,,
278,1058.17,1058.27,1057.5,219.53,0,,
279,1058.22,1058.23,1057.48,220.7,0,,
280,1058.24,1058.19,1057.44,219.14,0,,
281,1058.2,1058.19,1057.41,219.53,0,,
282,1058.25,1058.18,1057.42,219.14,0,,
283,1058.2,1058.22,1057.45,219.92,0,,
284,1058.16,1058.24,1057.47,221.48,0,,
285,1058.17,1058.27,1057.53,219.53,0,,
286,1058.18,1058.22,1057.53,219.14,0,,
287,1058.16,1058.25,1057.49,220.31,0,,
288,1058.19,1058.2,1057.46,219.14,0,,
289,1058.22,1058.17,1057.42,219.53,0,,
290,1058.19,1058.18,1057.38,220.7,0,,
291,1058.19,1058.22,1057.42,219.53,0,,
292,1058.16,1058.25,1057.47,219.53,0,,
293,1058.15,1058.27,1057.48,219.92,0,,
294,1058.17,1058.25,1057.51,222.27,0,,
295,1058.23,1058.26,1057.49,221.48,0,,
296,1058.18,1058.2,1057.47,219.53,0,,
297,1058.19,1058.2,1057.44,219.53,0,,
298,1058.18,1058.19,1057.41,221.88,0,,
299,1058.21,1058.24,1057.44,219.53,0,,
300,1058.21,1058.26,1057.43,219.53,0,,
301,1058.15,1058.25,1057.5,219.14,0,,
302,1058.17,1058.27,1057.49,219.53,0,,
303,1058.2,1058.25,1057.5,221.48,0,,
304,1058.21,1058.2,1057.44,221.48,0,,
305,1058.2,1058.23,1057.42,219.92,0,,
306,1058.18,1058.16,1057.39,219.92,0,,
307,1058.18,1058.23,1057.4,218.75,0,,
308,1058.15,1058.21,1057.48,220.31,0,,
309,1058.18,1058.24,1057.53,219.92,0,,
310,1058.16,1058.21,1057.49,220.7,0,,
311,1058.19,1058.2,1057.49,219.53,0,,
312,1058.2,1058.21,1057.47,221.88,0,,
313,1058.17,1058.19,1057.42,220.31,0,,
314,1058.18,1058.17,1057.39,219.14,0,,
315,1058.19,1058.25,1057.42,219.53,0,,
316,1058.15,1058.2,1057.48,219.92,0,,
317,1058.18,1058.25,1057.49,221.09,0,,
318,1058.15,1058.26,1057.52,221.09,0,,
319,1058.16,1058.24,1057.49,220.31,0,,
320,1058.22,1058.18,1057.51,221.09,0,,
321,1058.16,1058.18,1057.42,220.31,0,,
322,1058.2,1058.16,1057.39,219.92,0,,
323,1058.2,1058.18,1057.41,219.53,0,,
324,1058.15,1058.21,1057.46,221.09,0,,
325,1058.16,1058.27,1057.49,221.09,0,,
326,1058.13,1058.25,1057.5,219.53,0,,
327,1058.12,1058.27,1057.52,220.31,0,,
328,1058.15,1058.24,1057.5,221.09,0,,
329,1058.17,1058.22,1057.43,220.31,0,,
330,1058.21,1058.19,1057.39,220.31,0,,
331,1058.16,1058.19,1057.37,221.09,0,,
332,1058.22,1058.21,1057.41,219.14,0,,
333,1058.15,1058.21,1057.48,219.92,0,,
334,1058.16,1058.28,1057.52,220.7,0,,
335,1058.16,1058.26,1057.52,221.09,0,,
336,1058.18,1058.24,1057.48,219.53,0,,
337,1058.16,1058.22,1057.43,219.53,0,,
338,1058.17,1058.22,1057.42,219.53,0,,
339,1058.17,1058.19,1057.41,219.53,0,,
340,1058.14,1058.25,1057.46,221.09,0,,
341,1058.17,1058.21,1057.5,221.09,0,,
342,1058.17,1058.22,1057.48,221.09,0,,
343,1058.15,1058.26,1057.52,221.09,0,,
344,1058.16,1058.23,1057.52,219.14,0,,
345,1058.19,1058.22,1057.46,219.53,0,,
346,1058.22,1058.24,1057.43,219.14,0,,
347,1058.19,1058.19,1057.4,221.48,0,,
348,1058.2,1058.19,1057.42,219.92,0,,
349,1058.19,1058.24,1057.49,219.53,0,,
350,1058.14,1058.27,1057.5,221.09,0,,
351,1058.15,1058.23,1057.5,221.48,0,,
352,1058.18,1058.26,1057.49,221.09,0,,
353,1058.16,1058.23,1057.47,219.53,0,,
354,1058.18,1058.22,1057.44,219.53,0,,
355,1058.2,1058.19,1057.45,220.31,0,,
356,1058.17,1058.19,1057.4,219.14,0,,
357,1058.22,1058.22,1057.42,221.09,0,,
358,1058.15,1058.24,1057.44,221.09,0,,
359,1058.2,1058.28,1057.54,219.14,0,,
361,1058.19,1058.23,1057.43,221.09,0,,
362,1058.17,1058.22,1057.44,220.7,0,,
363,1058.14,1058.22,1057.41,219.92,0,,
364,1058.15,1058.21,1057.4,219.14,0,,
365,1058.18,1058.27,1057.45,219.53,0,,
366,1058.14,1058.24,1057.5,221.09,0,,
367,1058.15,1058.24,1057.48,219.92,0,,
368,1058.17,1058.28,1057.51,221.48,0,,
369,1058.15,1058.24,1057.49,219.53,0,,
370,1058.2,1058.22,1057.43,221.09,0,,
371,1058.2,1058.24,1057.39,221.48,0,,
372,1058.21,1058.19,1057.4,220.31,0,,
373,1058.21,1058.23,1057.41,220.7,0,,
374,1058.15,1058.21,1057.45,221.48,0,,
375,1058.15,1058.25,1057.51,221.48,0,,
376,1058.15,1058.28,1057.48,220.7,0,,
377,1058.16,1058.29,1057.49,222.66,0,,
378,1058.16,1058.23,1057.47,221.88,0,,
379,1058.18,1058.21,1057.42,221.09,0,,
380,1058.2,1058.21,1057.42,219.92,0,,
381,1058.2,1058.22,1057.44,221.48,0,,
382,1058.13,1058.24,1057.46,219.14,0,,
383,1058.14,1058.22,1057.47,217.97,0,,
384,1058.15,1058.25,1057.51,219.92,0,,
385,1058.14,1058.24,1057.47,220.7,0,,
386,1058.18,1058.24,1057.45,220.7,0,,
387,1058.15,1058.2,1057.41,221.48,0,,
388,1058.19,1058.22,1057.39,220.7,0,,
389,1058.16,1058.24,1057.44,219.92,0,,
390,1058.13,1058.25,1057.44,219.14,0,,
391,1058.14,1058.28,1057.48,222.27,0,,
392,1058.15,1058.28,1057.51,221.88,0,,
393,1058.17,1058.24,1057.52,219.53,0,,
394,1058.19,1058.22,1057.48,219.53,0,,
395,1058.2,1058.19,1057.45,220.7,0,,
396,1058.23,1058.19,1057.42,219.92,0,,
397,1058.17,1058.2,1057.42,221.48,0,,
398,1058.19,1058.21,1057.4,219.53,0,,
399,1058.2,1058.21,1057.47,221.48,0,,
400,1058.17,1058.31,1057.54,221.09,0,,
401,1058.16,1058.28,1057.55,221.88,0,,
402,1058.17,1058.24,1057.51,220.31,0,,
403,1058.17,1058.23,1057.46,220.31,0,,
404,1058.18,1058.21,1057.39,219.14,0,,
405,1058.2,1058.19,1057.38,220.31,0,,
406,1058.16,1058.21,1057.43,219.53,0,,
407,1058.16,1058.28,1057.45,221.88,0,,
408,1058.12,1058.24,1057.47,219.92,0,,
409,1058.17,1058.29,1057.49,220.31,0,,
410,1058.18,1058.24,1057.47,221.88,0,,
411,1058.2,1058.23,1057.44,222.27,0,,
412,1058.16,1058.22,1057.41,221.09,0,,
413,1058.19,1058.21,1057.38,219.92,0,,
414,1058.19,1058.22,1057.4,221.09,0,,
415,1058.17,1058.25,1057.44,220.31,0,,
416,1058.18,1058.27,1057.5,221.48,0,,
417,1058.15,1058.27,1057.52,222.27,0,,
418,1058.12,1058.23,1057.47,220.31,0,,
419,1058.18,1058.23,1057.46,221.09,0,,
420,1058.17,1058.23,1057.39,222.66,0,,
421,1058.18,1058.22,1057.39,222.27,0,,
422,1058.17,1058.24,1057.44,220.7,0,,
423,1058.2,1058.25,1057.44,220.7,0,,
424,1058.19,1058.26,1057.5,219.53,0,,
425,1058.14,1058.28,1057.5,222.27,0,,
426,1058.2,1058.26,1057.52,219.92,0,,
427,1058.21,1058.25,1057.47,220.31,0,,
428,1058.18,1058.22,1057.44,221.09,0,,
429,1058.21,1058.19,1057.38,219.92,0,,
430,1058.14,1058.23,1057.42,221.48,0,,
431,1058.15,1058.23,1057.46,221.88,0,,
432,1058.15,1058.3,1057.51,221.48,0,,
433,1058.11,1058.27,1057.52,219.14,0,,
434,1058.14,1058.25,1057.49,221.88,0,,
435,1058.16,1058.22,1057.46,220.31,0,,
436,1058.21,1058.24,1057.44,221.48,0,,
437,1058.19,1058.2,1057.41,220.7,0,,
438,1058.2,1058.27,1057.43,221.48,0,,
439,1058.18,1058.24,1057.46,221.09,0,,
440,1058.15,1058.23,1057.46,220.31,0,,
441,1058.15,1058.28,1057.5,221.48,0,,
442,1058.17,1058.26,1057.52,219.53,0,,
443,1058.18,1058.24,1057.43,221.48,0,,
444,1058.2,1058.21,1057.43,222.27,0,,
445,1058.17,1058.2,1057.41,219.53,0,,
446,1058.18,1058.24,1057.4,220.7,0,,
447,1058.18,1058.24,1057.41,221.88,0,,
448,1058.17,1058.27,1057.52,219.92,0,,
449,1058.13,1058.29,1057.47,221.88,0,,
450,1058.21,1058.27,1057.52,221.88,0,,
451,1058.15,1058.24,1057.45,220.7,0,,
452,1058.18,1058.25,1057.4,221.48,0,,
453,1058.21,1058.2,1057.4,221.09,0,,
454,1058.14,1058.23,1057.43,220.31,0,,
455,1058.18,1058.22,1057.47,221.09,0,,
456,1058.15,1058.26,1057.47,220.31,0,,
457,1058.18,1058.25,1057.51,222.27,0,,
458,1058.16,1058.26,1057.51,222.66,0,,
459,1058.18,1058.19,1057.47,220.7,0,,
460,1058.17,1058.24,1057.41,220.31,0,,
461,1058.18,1058.19,1057.39,220.7,0,,
462,1058.18,1058.23,1057.39,221.48,0,,
463,1058.16,1058.22,1057.44,220.7,0,,
464,1058.13,1058.22,1057.5,222.66,0,,
465,1058.14,1058.24,1057.46,221.09,0,,
466,1058.16,1058.27,1057.51,221.48,0,,
467,1058.17,1058.23,1057.48,221.09,0,,
468,1058.15,1058.24,1057.46,220.31,0,,
469,1058.14,1058.23,1057.39,220.7,0,,
470,1058.2,1058.2,1057.4,222.27,0,,
471,1058.21,1058.24,1057.43,222.27,0,,
472,1058.13,1058.25,1057.43,219.53,0,,
473,1058.15,1058.29,1057.5,220.31,0,,
474,1058.12,1058.27,1057.45,220.7,0,,
475,1058.19,1058.26,1057.49,221.48,0,,
476,1058.2,1058.21,1057.47,222.66,0,,
477,1058.2,1058.21,1057.39,221.48,0,,
478,1058.2,1058.21,1057.38,221.09,0,,
479,1058.2,1058.24,1057.43,221.88,0,,
480,1058.15,1058.24,1057.48,221.88,0,,
481,1058.17,1058.26,1057.5,221.09,0,,
482,1058.16,1058.3,1057.52,221.48,0,,
483,1058.13,1058.22,1057.49,220.31,0,,
484,1058.2,1058.28,1057.48,220.7,0,,
485,1058.16,1058.23,1057.4,220.7,0,,
486,1058.21,1058.19,1057.43,220.31,0,,
487,1058.19,1058.2,1057.41,220.7,0,,
488,1058.18,1058.29,1057.45,221.09,0,,
489,1058.16,1058.29,1057.46,221.48,0,,
490,1058.11,1058.26,1057.48,220.31,0,,
491,1058.17,1058.25,1057.5,221.09,0,,
492,1058.18,1058.25,1057.45,221.48,0,,
493,1058.18,1058.23,1057.46,220.7,0,,
494,1058.17,1058.18,1057.43,222.66,0,,
495,1058.18,1058.21,1057.44,221.09,0,,
496,1058.18,1058.23,1057.43,220.31,0,,
497,1058.18,1058.26,1057.48,220.31,0,,
498,1058.14,1058.28,1057.51,221.48,0,,
499,1058.14,1058.27,1057.49,221.09,0,,
500,1058.17,1058.25,1057.47,221.09,0,,
501,1058.23,1058.24,1057.44,222.27,0,,
502,1058.21,1058.2,1057.4,221.88,0,,
503,1058.21,1058.25,1057.42,221.09,0,,
504,1058.15,1058.23,1057.45,221.48,0,,
505,1058.21,1058.25,1057.48,221.09,0,,
506,1058.11,1058.25,1057.47,220.7,0,,
507,1058.17,1058.27,1057.47,220.7,0,,
508,1058.18,1058.22,1057.49,220.31,0,,
509,1058.19,1058.2,1057.45,220.7,0,,
510,1058.19,1058.22,1057.41,221.09,0,,
511,1058.15,1058.23,1057.39,221.88,0,,
512,1058.17,1058.24,1057.41,220.7,0,,
513,1058.14,1058.24,1057.45,221.88,0,,
514,1058.18,1058.26,1057.49,221.88,0,,
515,1058.12,1058.29,1057.5,220.7,0,,
516,1058.19,1058.23,1057.49,220.7,0,,
517,1058.2,1058.19,1057.44,220.31,0,,
518,1058.16,1058.17,1057.36,220.7,0,,
519,1058.21,1058.18,1057.39,221.48,0,,
520,1058.16,1058.25,1057.46,222.27,0,,
521,1058.17,1058.24,1057.5,221.48,0,,
522,1058.18,1058.25,1057.47,220.7,0,,
523,1058.17,1058.24,1057.47,222.66,0,,
524,1058.13,1058.27,1057.51,220.7,0,,
525,1058.2,1058.23,1057.43,221.09,0,,
526,1058.18,1058.23,1057.43,221.48,0,,
527,1058.22,1058.22,1057.44,221.09,0,,
528,1058.15,1058.2,1057.4,220.7,0,,
529,1058.15,1058.25,1057.46,220.7,0,,
530,1058.17,1058.28,1057.51,220.7,0,,
531,1058.17,1058.28,1057.49,219.14,0,,
532,1058.19,1058.22,1057.46,221.48,0,,
533,1058.18,1058.22,1057.45,219.92,0,,
534,1058.18,1058.2,1057.38,221.88,0,,
535,1058.18,1058.27,1057.43,220.7,0,,
536,1058.15,1058.29,1057.46,221.09,0,,
537,1058.17,1058.27,1057.46,221.88,0,,
538,1058.2,1058.25,1057.46,222.27,0,,
539,1058.19,1058.25,1057.51,222.27,0,,
540,1058.18,1058.23,1057.45,220.31,0,,
541,1058.19,1058.23,1057.46,221.88,0,,
542,1058.18,1058.22,1057.41,220.7,0,,
543,1058.19,1058.22,1057.4,221.09,0,,
544,1058.15,1058.24,1057.44,220.31,0,,
545,1058.14,1058.27,1057.44,220.7,0,,
546,1058.18,1058.28,1057.46,220.7,0,,
547,1058.18,1058.27,1057.49,220.7,0,,
548,1058.19,1058.25,1057.45,221.09,0,,
549,1058.17,1058.21,1057.47,221.09,0,,
550,1058.17,1058.21,1057.43,222.27,0,,
551,1058.19,1058.21,1057.35,219.53,0,,
552,1058.21,1058.24,1057.43,222.66,0,,
553,1058.19,1058.23,1057.47,222.27,0,,
554,1058.15,1058.26,1057.48,220.7,0,,
555,1058.12,1058.29,1057.5,221.48,0,,
556,1058.13,1058.25,1057.52,222.27,0,,
557,1058.17,1058.23,1057.49,219.92,0,,
558,1058.18,1058.21,1057.44,219.92,0,,
